"id";"name";"lang";"text";"song.id";"song";"language";"translation"
"3ade68b8ga62d00b3";"taylor-swift";2;"On a crowded highway Through a night alone I was barely breathing I was crawling home Well, it's not quite London Or the south of France Or an Asian Island Or a second chance  Going back to Nashville Thinking 'bout the whole thing Guess you've got to run sometimes Maybe I'm a fast train Rolling through a valley Watching all my life go by  You're a distant memory You're an exit sign I was talking crazy On the driver's side And I know I hurt you But I can't confess Was that blood or a wine stain On your wedding dress?  Going back to Nashville Thinking 'bout the whole thing Guess you've got to run sometimes Maybe I'm a fast train Blowing through a mountain Watching all my life go by  Going back to Nashville Laughing at a bad break What's the use in wondering why? Maybe I'm a storm front Going through a valley Tearing up a good July  And its safe and warm Where nothing ever happens Could it be so hard? To realign a star for you Change a southern man for you  Going back to Nashville Thinking bout the whole thing Guess you've got to run sometimes Maybe I'm a fast train Rolling though a valley Tearing up a good July  I'm going back to Nashville Laughing at a bad break What's the use in wondering why? Maybe I'm a storm front Rolling through the valley Tearing up a good July  Going back to Nashville  I'm going back to Nashville  Going back to Naaaaahh....  Going back to Nashville What's the use in wondering why?";"3ade68b8ga62d00b3";"taylor-swift";1;"[Nashville] Em uma rodovia lotada Por meio de uma noite só eu estava quase sem respirar Eu estava rastejando para casa Bem, não é muito de Londres Ou o sul da França ou de uma ilha asiática Ou uma segunda chance  Voltando para Nashville Pensando em tudo isso Acho que você tem que correr, às vezes Talvez eu seja um trem rápido Rolando através de um vale Assistindo toda a minha vida passar  Você é uma memória distante Você é um sinal de saída eu estava falando louco No lado do motorista E eu sei que eu te machucar Mas eu não posso confessar foi de que o sangue ou uma mancha de vinho Em seu vestido de noiva ?  Voltando para Nashville Pensando em tudo isso Acho que você tem que correr, às vezes Talvez eu seja um trem rápido sopro através de uma montanha Assistindo toda a minha vida passar  Voltando para Nashville Rindo de um mau bocado Qual é a utilidade em se perguntando por quê? Talvez eu seja uma frente de tempestade Passando por um vale Rasgando uma boa julho  E é seguro e acolhedor Onde nada nunca acontece Poderia ser tão difícil? Para realinhar uma estrela para você Mude um homem do sul para você  Voltando para Nashville Pensando sobre a coisa toda Acho que você tem que correr, às vezes Talvez eu seja um trem rápido Rolando apesar de um vale Rasgando uma boa julho  Eu vou voltar para Nashville Rindo de um mau bocado Qual é a utilidade em se perguntando por quê? Talvez eu seja uma frente de tempestade Rolando através do vale Rasgando uma boa julho  Voltando para Nashville  Eu vou voltar para Nashville  Voltando ao Naaaaahh ....  Voltando para Nashville Qual é a utilidade em se perguntando por quê?"
"3ade68b8g990500b3";"taylor-swift";2;"I need you now Read letters that I wrote on the wall And the message that I left when I called  I need you now Words I said drowned out by the rain Waiting there for you but you never came  My world's a little colder now But I'm keeping warm somehow  So here you are at my window Guess nobody told you I don't need don't need you And I waited so frustrated Who's gonna hold you I don't need you don't need you now  I need you now Words I heard you whisper to me We were walking down a one-way street  You need me now That's what you've been telling my friends That I've come too far to go back there again  My heart my mind and number have changed You might as well forget my name  So here you are at my window Guess nobody told you I don't need don't need you And I waited so frustrated Who's gonna hold you I don't need you don't need you now  I need you now Read letters that I wrote on the wall And the message that I left when I called  So here you are at my window Guess nobody told you I don't need don't need you And I waited so frustrated Who's gonna hold you I don't need you don't need you now";"3ade68b8g990500b3";"taylor-swift";1;"[Need You Now]  Eu preciso de você agora Leia as cartas que eu escrevi na parede E a mensagem que eu deixei quando eu chamei  Eu preciso de você agora Palavras que eu disse afogadas pela chuva Esperando por você, mas você nunca veio  Meu mundo é um pouco mais frio agora Mas de alguma forma eu estou aquecida  Então você está aqui na minha janela Adivinhe, ninguém lhe disse? Eu não preciso, não preciso de você E eu esperei tão frustrada Quem vai te segurar? Eu não preciso de você, não preciso de você agora.  Eu preciso de você agora Palavras que eu ouvi você sussurrar para mim Estávamos andando por uma rua de sentido único  Você precisa de mim agora Isso é o que você tem a dizer aos meus amigos Que eu cheguei longe demais para voltar lá de novo  Meu coração, minha mente e número mudaram Você pode também esquecer o meu nome.  Então você está aqui na minha janela Adivinhe, ninguém lhe disse? Eu não preciso, não preciso de você E eu esperei tão frustrada Quem vai te segurar? Eu não preciso de você, não preciso de você agora.  Eu preciso de você agora Leio cartas que escrevi na parede E a mensagem que deixei quando liguei  Então você está aqui na minha janela Adivinhe, ninguém lhe disse? Eu não preciso, não preciso de você E eu esperei tão frustrada Quem vai te segurar? Eu não preciso de você, não preciso de você agora."
"3ade68b8g80bf00b3";"taylor-swift";2;"I think you fell off of your cloud today You didn't see it coming or did you You tried to please everybody But the sweet breeze swept you away  The sun goes down on a good day Tomorrow is still an unknown You think you're all alone in this place I think you're crazy 'cause I still love you baby  Oh don't fade away baby Blowing in the wind is getting harder to do Don't count the days as they leave you Count them as you find a day new Don't fade away Never fade  Hard to breathe, nobody knows it's you Somebody blows your candle out You wore a mask, now that's broken too Everybody else was everything to you  The sun goes down on a good day Tomorrow is still an unknown You think everybody wants a fight I think you're crazy 'cause I still love you baby  Oh don't fade away baby Blowing in the wind is getting harder to do Don't count the days as they leave you Count them as you find a day new Don't fade away Never fade  I think you fell out of the sky today I think you know it's true You've seen the world, now all you see is me Tell me now baby what are you gonna do  Oh don't fade away baby Blowing in the wind is getting harder to do Don't count the days as they leave you Count them as you find a day new Don't fade away Don't fade away Don't fade away Never fade";"3ade68b8g80bf00b3";"taylor-swift";1;"[Nunca desaparecer] Eu acho que você caiu fora de sua nuvem hoje Você não vê que está chegando ou você Você tentou agradar a todos Mas a doce brisa varreu para longe  O sol se põe em um bom dia Amanhã ainda é uma incógnita Você acha que está sozinho neste lugar Eu acho que você é louco, porque eu ainda amo você, baby  Oh não desaparecer bebê Blowing in the wind está ficando mais difícil de fazer Não conte os dias como eles deixam você Conte-los como você encontrar um novo dia Não desapareça Nunca desaparecer  difícil respirar, ninguém sabe o que é você Alguém sopra sua vela para fora Você usava uma máscara, agora que está quebrado também Todo mundo era tudo para você  O sol se põe em um bom dia Amanhã ainda é uma incógnita Você acha que todo mundo quer uma luta Eu acho que você é louco, porque eu ainda amo você, baby  Oh não desaparecer bebê Blowing in the wind está ficando mais difícil de fazer Não conte os dias como eles deixam você Conte-los como você encontrar um novo dia Não desapareça Nunca desaparecer  Eu acho que você caiu do céu hoje Eu acho que você sabe que é verdade Você viu o mundo, agora tudo que você vê sou eu Diga-me agora, baby, o que você vai fazer  Oh não desaparecer bebê Blowing in the wind está ficando mais difícil de fazer Não conte os dias como eles deixam você Conte-los como você encontrar um novo dia Não desapareça Não desapareça Não desapareça Nunca desaparecer"
"3ade68b8gc089cfa3";"taylor-swift";2;"Your little hands wrapped around my finger And it's so quiet in the world tonight Your little eyelids flutter cause you're dreaming So I tuck you in and turn on your favorite nightlight  To you, everything's funny You got nothing to regret I'd give all I have, honey If you could stay like that  (Chorus:) Oh darling don't you ever grow up, don't you ever grow up Just stay this little Oh darling don't you ever grow up, don't you ever grow up It could stay this simple I won't let nobody hurt you Won't let no one break your heart No one will desert you Just try to never grow up Never grow up  You're in the car on the way to the movies And you're mortified your mama's dropping you off At 14, there's just so much you can't do And you can't wait to move out Someday and call your own shots  But don't make her drop you off around the block Remember she's getting older too And don't lose the way that you dance around in your PJs getting ready for school  (Chorus:) Oh darling don't you ever grow up, don't you ever grow up Just stay this little Oh darling don't you ever grow up, don't you ever grow up It could stay this simple No one's ever burned you Nothing's ever left you scared Even though you want to, just try to never grow up  Take pictures in your mind of your childhood room Memorize what is sounded like what your dad gets home Remember the footsteps, remember the words said And all your little brother's favorite songs I just realized everything I had is someday gonna be gone  So here I am in my new apartment In a big city, they just dropped me off It's so much colder than I thought it would be So I tuck myself in and turn my nightlight on  Wish I'd never grown up I wish I'd never grown up Oh I don't wanna grow up Wish I'd never grown up Could still be little Oh I don't wanna grow up Wish I'd never grown up It could still be simple  (Chorus:) Oh darling don't you ever grow up, don't you ever grow up Just stay this little Oh darling don't you ever grow up, don't you ever grow up It could stay this simple Won't let nobody hurt you Won't let no one break your heart And even though you want to, please try to never grow up Don't you ever grow up Just never grow up";"3ade68b8gc089cfa3";"taylor-swift";1;"[Nunca crescer]  Suas mãozinhas agarrando o meu dedo E o mundo está tão tranquilo esta noite Suas pálpebras estão trêmulas porque você está sonhando Então eu te escondo e ligo sua luz noturna preferida  Para você, tudo é engraçado Você não tem nada a lamentar Eu daria tudo que eu tenho, querido Se você pudesse ficar assim  (Refrão:) Oh querido, não cresça, não ouse crescer Fique pequeninho assim Oh querido, não cresça, não ouse crescer Poderia ficar simples assim Eu não vou deixar ninguém te machucar Não vou deixar ninguém partir seu coração Ninguém jamais vai te abandonar Apenas tente nunca crescer Nunca crescer  Você está no carro a caminho do cinema E você está mortificado por sua mãe te deixar Aos 14 anos, há tanta coisa que você não pode fazer E você mal pode esperar para sair Um dia e tomar suas próprias decisões  Mas não faça-a te deixar do outro lado do quarteirão Lembre-se que ela está envelhecendo também E não perca o jeito que você dança de pijama Se preparando para a escola  (Refrão:) Oh querido, não cresça, não ouse crescer Fique pequeninho assim Oh querido, não cresça, não ouse crescer Poderia ficar simples assim Ninguém nunca queimou Nada nunca te deixou assustado Mesmo que você quisesse, basta tentar nunca crescer  Tire fotos em sua mente de seu quarto de infância Memorize o som do seu pai chegando em casa Lembre-se dos passos, lembre-se das palavras ditas E todas as suas canções favoritas do seu irmão mais novo Eu acabei de perceber que tudo que eu tenho, um dia vai passar  Então aqui estou eu no meu novo apartamento Em uma cidade grande, eles me largaram É muito mais frio do que eu pensei que seria Então eu escondo-me e ligo minha luz noturna  Eu queria nunca ter crescido Eu queria nunca ter crescido Oh, eu não quero crescer Eu queria nunca ter crescido Poderia ainda ser pequena Oh, eu não quero crescer Eu queria nunca ter crescido Poderia ainda ser simples  (Refrão:) Oh querido, não cresça, não ouse crescer Fique pequeninho assim Oh querido, não cresça, não ouse crescer Poderia ficar simples assim Eu não vou deixar ninguém te machucar Não vou deixar ninguém partir seu coração Ninguém jamais vai te abandonar Apenas tente nunca crescer Nunca crescer"
"3ade68b8g8977dfa3";"taylor-swift";2;"Look at you Look at me Look at who We could be  I wanna know Who you are What you want From the stars  And everytime I look at you I can hardly say a thing My head starts to spin And it hits me then I love you  And everytime you look at me I could go crazy But I don't say it but I won't Cause I'd rather be alone  Than lose you  And all I really wanna do is be next to you But I'm too tired to fight And I could tell you now But baby you never mind  All the time Everyday There's nothing I can do baby To make you go away  So look at you And look at me And think of who We could be  And everytime I look at you I can hardly say a thing My head starts to spin And it hits me then I love you  And everytime you look at me I could go crazy But I don't say it but I won't Cause I'd rather be alone  Than lose you  And all I really wanna do is be next to you But I'm too tired to fight And I could tell you now But baby you never mind  All I really wanna say is I need you baby But how could you understand What happens if you turn away And everything turns blue and gray And I just wish I told you never mind  And I could tell you now But baby you never mind  Yeaah Oh yeah  I could tell you now but it never mind  Yeah  Oh yeah yeah  And I could tell you now but it never mind...";"3ade68b8g8977dfa3";"taylor-swift";1;"[Não importa] Olhe só para você Olhe só para mim Olhe só quem Nós poderíamos ser  Eu quero saber Quem é você? O que você quer Das estrelas  E sempre que eu olho para você, mal posso dizer alguma coisa Minha cabeça começa a girar E então eu entendo Eu te amo  E toda vez que você olha para mim eu poderia ficar louca Mas eu não digo isso, mas eu não vou Porque eu prefiro ficar sozinha Do que perder você  E tudo que eu realmente quero é estar perto de você Mas eu estou cansada demais para lutar E eu poderia te dizer agora Mas, baby, você nunca liga  Todo o tempo Todos os dias Não há nada que eu possa fazer, querido Para fazer você ir embora  Então, olhe para você E olhe para mim E pense em quem Nós poderíamos ser  E sempre que eu olho para você, mal posso dizer alguma coisa Minha cabeça começa a girar E isso me machuca, em seguida, Eu te amo  E toda vez que você olha para mim eu poderia ficar louca Mas eu não digo isso, mas eu não vou Porque eu prefiro ficar sozinha Do que perder você  E tudo que eu realmente quero é estar perto de você Mas eu estou cansada demais para lutar E eu poderia dizer agora Mas, baby, você nunca liga  Tudo o que eu realmente quero dizer é que eu preciso de você baby Mas como você poderia entender O que acontece se você se afasta E tudo fica azul e cinzento E eu só gostaria de ter te falado para não se importar  E eu poderia dizer agora Mas, baby, você nunca liga  Yeaah Oh yeah  Eu poderia te dizer agora, mas não importa  Sim Oh yeah yeah  E eu poderia dizer agora, mas não importa ..."
"3ade68b8gf31560b3";"taylor-swift";2;"We're all bored, we're all so tired of everything We wait for trains that just aren't coming We show off our different scarlet letters Trust me, mine is better  We're so young, we're on the road to ruin We play dumb we know exactly what we're doing We cry tears of mascara in the bathroom Honey life is just a class room  Cause baby I could build a castle Out of all the bricks they threw at me And everyday is like a battle But every night with us is like a dream We're the new romantics Come on,come along with me  Heartbreak is the national anthem We sing it proudly We're too busy dancing To get knocked off our feet Baby were the new romantics The best people in life are free  We're all here the lights and boys are blinding We hang back it's all in the timing It's poker, you can't see it in my face But I'm about to play my Ace We need love but all we want is danger We team up and switch sides like a record changer The rumors are terrible and cruel But honey most of them are true  Cause baby I could build a castle Out of all the bricks they threw at me And everyday is like a battle But every night with us is like a dream We're the new romantics Come along with me  Heartbreak is the national anthem We sing it proudly We're too busy dancing To get knocked off our feet Baby were the new romantics The best people in life are free  Please take my hand and Please take me dancing and Please leave me stranded It's so romantic, so romantic  Cause baby I could build a castle Out of all the bricks they threw at me And everyday is like a battle But every night with us is like a dream  Cause baby I could build a castle Out of all the bricks they threw at me And everyday is like a battle But every night with us is like a dream We're the new romantics Come along with me  Heartbreak is the national anthem We sing it proudly We're too busy dancing To get knocked off our feet Baby were the new romantics The best people in life are free";"3ade68b8gf31560b3";"taylor-swift";1;"[Novos Românticos]   Estamos entediados, estamos tão cansados de tudo isso Nós esperamos por trens que simplesmente não chegam Nós exibimos nossas letras escarlates Confie em mim, a minha é melhor  Nós somos tão jovens, na estrada para a ruína Nos fingimos de burras, sabemos exatamente o que fazemos Nós choramos lágrimas de rímel no banheiro Querida, a vida é apenas uma sala de aula  Pois querido, eu poderia construir um castelo Com todas as pedras que já jogaram em mim E todos os dias são como batalhas Mas todas as noites conosco são como um sonho Nós somos os novos românticos Vem,Venha comigo  Corações partidos são nosso hino nacional Nós o cantamos com orgulho Estamos ocupados demais dançando Para sermos derrubados Baby, somos os novos românticos As melhores pessoas, na vida, são livres  Estamos todos aqui, as luzes nos cegam como os garotos Nós nos seguramos, e o segredo está no tempo É como pôquer, não dá pra ver em meu rosto Mas estou prestes a jogar meu ás Nós precisamos de amor, mas só queremos perigo Nós nos juntamos e separamos como um troca discos Os rumores são terríveis e cruéis Mas querido, a maior parte deles é verdade  Pois querido, eu poderia construir um castelo Com todas as pedras que já jogaram em mim E todos os dias são como batalhas Mas todas as noites conosco são como um sonho Nós somos os novos românticos Venha comigo  Corações partidos são nosso hino nacional Nós o cantamos com orgulho Estamos ocupados demais dançando Para sermos derrubados Baby, somos os novos românticos As melhores pessoas, na vida, são livres  Por favor, pegue minha mão e Por favor, me leve para dançar Por favor, me deixe presa É tão romântico, tão romântico  Pois querido, eu poderia construir um castelo Com todas as pedras que já jogaram em mim E todos os dias são como batalhas Mas todas as noites conosco são como um sonho  Pois querido, eu poderia construir um castelo Com todas as pedras que já jogaram em mim E todos os dias são como batalhas Mas todas as noites conosco são como um sonho Nós somos os novos românticos Venha comigo  Corações partidos são nosso hino nacional Nós o cantamos com orgulho Estamos ocupados demais dançando Para sermos derrubados Baby, somos os novos românticos As melhores pessoas, na vida, são livres"
"3ade68b8gadc5c0b3";"taylor-swift";2;"There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and polaroids on the hardwood floor You and me from the night before  Don't read the last page But I stay when you're lost and I'm scared and you're turning away I want your midnights But I'll be cleaning up bottles  with you on new year's day  You squeeze my hand three times in the back of the taxi I can tell that it's going to be a long road I'll be there through the toast of the town babe Or if you strike out and you're crawling home  Don't read the last page But I stay when it's hard or it's wrong Or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on new year's day  Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you  Please don't ever become a stranger Whose laugh I could recognize anywhere Please don't ever become a stranger Whose laugh I could recognize anywhere  There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and polaroids on the hardwood floor You and me forevermore  Don't read the last page But I stay when it's hard or it's wrong Or we're making mistakes I want your midnights But I'll be cleaning up bottles with you on new year's day  Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you   Please don't ever become a stranger Whose laugh I could recognize anywhere Please don't ever become a stranger Whose laugh I could recognize anywhere";"3ade68b8gadc5c0b3";"taylor-swift";1;"[Dia de Ano Novo]   Há glitter no chão depois da festa Meninas carregando seus sapatos pela recepção Velas de ceras e polaroids no chão de madeira Você e eu da noite anterior  Não leia a última página Mas, nela, eu fico quando você está perdido e eu estou com medo e você está se afastando Eu quero suas madrugadas Mas eu estarei limpando garrafas  no dia de Ano Novo com você  Você aperta minha mão três vezes na parte de trás do táxi Eu posso dizer que esse vai ser um longo caminho Eu vou estarei lá mesmo que pelo brinde de uma cidade, amor Ou se você perder no beisebol e estiver voltando triste pra casa  Não leia a última página Mas, nela, eu fico mesmo quando é difícil ou é errado Ou estamos cometendo erros Eu quero suas madrugadas Mas eu estarei limpando garrafas no dia de Ano Novo com você  Apegue-se as memórias, eles vão se apegar a você Apegue-se as memórias, eles vão se apegar a você Apegue-se as memórias, eles vão se apegar você E eu vou me apegar a você  Por favor, nunca se torne um estranho No qual a risada eu poderia reconhecer em qualquer lugar Por favor, nunca se torne um estranho No qual a risada eu poderia reconhecer em qualquer lugar  Há glitter no chão depois da festa Meninas carregando seus sapatos pela recepção Velas de ceras e polaroids no chão de madeira Você e eu para sempre e sempre  Não leia a última página Mas, nela, eu fico  Mesmo quando é difícil ou é errado Ou estamos cometendo erros Eu quero suas madrugadas Mas eu estarei limpando garrafas no dia de Ano Novo com você  Apegue-se as memórias, eles vão se apegar a você Apegue-se as memórias, eles vão se apegar a você Apegue-se as memórias, eles vão se apegar você E eu vou me apegar a você   Por favor, nunca se torne um estranho No qual a risada eu poderia reconhecer em qualquer lugar Por favor, nunca se torne um estranho No qual a risada eu poderia reconhecer em qualquer lugar"
"3ade68b8g06ad00b3";"taylor-swift";2;"I can't believe its been that long,  why didn't your call,  why didn't you write.  was it cause of him or was it just  cause you don't love me anymore.  you could have found some way to contact me.  But I know it's not my fault Once hes gone I know you'll start to come around I know its his fault now, you should have told me sooner,  I wouldn't have had to live my life this way.  Now that he's gone will I get to see you again At least hear your voice again I think its gonna workout this time around We can be a family again not like before is gonna e different, Were gonna do lots of stuff together  I think its gonna work out this time around not like before.  But I know its not my fault Once he's gone I know youll start to come around I know its his fault now,  you should have told me sooner  I wouldnt have had to live my life this way  cause I know it's not my fault now.";"3ade68b8g06ad00b3";"taylor-swift";NA;NA
"3ade68b8gfb2affa3";"taylor-swift";2;"Wasn't just like a movie The rain didn't soak through my clothes Down to my skin  Driving away and I I guess you could say This is the last time I drive this way again  There was nothing to say and I Try to grab at the fray cause I I still love you but I can't  Bye bye To everything I thought was on my side Bye bye baby  I want you back but it's come down to nothing And all you have is to walk away From the one thing I thought would never leave me Yeah  Picture frame is empty It's black and white you're smiling down at me I take your photo off the dash  And back to the conversation We're so sure of everything Everything we thought we'd always have  Lost in the sound of there The here and the now comes in Seems like I'm becoming Part of your past  Bye bye To everything I thought was on my side Bye bye baby  I want you back but it's come down to nothing All you have is to walk away From the one thing I thought would never leave me  And there's so much that I can't touch You're all I want but it's not enough this time And I can feel you like you're slipping through my Hands And I'm so scared of how this ends Bye bye To everything I thought was on my side Bye bye baby  I want you back but it's come down to nothing And all you have is to walk away From the one thing I thought would never leave me  Bye bye To everything I thought was on my side Bye bye baby  I want you back but it's come down to nothing And all you have is to walk away From the one thing I thought would never leave me Yeah There was one thing I knew would never leave me  It wasn't just like a movie The rain didn't soak through my clothes Down to my skin";"3ade68b8gfb2affa3";"taylor-swift";1;"[Uma coisa] Não era apenas como um filme A chuva não encharca a minha roupa para baixo para a minha pele  Arrancar e e eu acho que você poderia dizer Esta é a última vez que eu dirijo desta forma novamente  Não havia nada a dizer e e Tentar agarrar na briga causa I Eu ainda amo você, mas eu não posso  Bye bye Para tudo que eu pensei que estava do meu lado Bye bye baby  Eu quero você de volta, mas ele está vindo para baixo a nada E tudo que você tem é a de pé De uma coisa que eu pensei que nunca iria me deixar Yeah  Imagem quadro está vazio É preto e branco que você está sorrindo para mim eu tirar sua foto fora do traço  E de volta para a conversa Estamos tão certos de tudo. Tud nós pensamos sempre  Perdida no som de lá O aqui e agora entr Parece que estou me tornando Parte de seu passado  Bye bye Para tudo que eu pensei que estava do meu lado Bye bye baby  Eu quero você de volta, mas ele está vindo para baixo a nada Tudo o que você tem é a de pé De uma coisa que eu pensei que nunca iria me deixar  E há tanta coisa que eu não posso tocar Você é tudo que eu quero, mas não é o suficiente neste momento E eu posso te sentir como se estivesse deslizando pela minha Mãos E eu estou com tanto medo de como isso termina Bye bye Para tudo que eu pensei que estava do meu lado Bye bye baby  Eu quero você de volta, mas ele está vindo para baixo a nada E tudo que você tem é a de pé De uma coisa que eu pensei que nunca iria me deixar  Bye bye Para tudo que eu pensei que estava do meu lado Bye bye baby  Eu quero você de volta, mas ele está vindo para baixo a nada E tudo que você tem é a de pé De uma coisa que eu pensei que nunca iria me deixar Yeah Não era uma coisa Eu sabia que nunca iria me deixar  Não foi apenas como um filme A chuva não encharca a minha roupa para baixo para minha pele"
"3ade68b8ga2d97fa3";"taylor-swift";2;"Standing on the border Looking out into the great unknown I can feel my heart beating faster As I step out on my own There's a new horizon And the promise of favorable wind I'm heading out tonight Traveling light I'm gonna start all over again  And buy a one-way ticket On a west bound train See how far I can go Cause I'm gonna go out dancing in the pouring rain And talk to someone I don't know I will face the world around me Knowing that I'm strong enough to let you go And I will fall in love again Because I can  Gonna climb the mountain And look the eagle in the eye I won't let fear clip my wings And tell me how high I can fly How could I have ever believed That love had to be so blind When freedom was waiting, down at the station All I had to do was make up my mind  And buy a one-way ticket On a west bound train See how far I can go Cause I'm gonna go out dancing in the pouring rain And talk to someone I don't know I will face the world around me Knowing that I'm strong enough to let you go And I will fall in love again Because I can  Well, I have walked through the fire And crawled on my knees Through the valley of the shadow of doubt Then the truth came shining Like a light on me And now I can see my way out  Buy a one-way ticket On a west bound train See how far I can go Cause I'm gonna go out dancing in the pouring rain And talk to someone I don't know  Buy a one-way ticket On a west bound train I'm gonna have my breakfast With some pink champagne Gonna sail the ocean Gonna spread my wings Gonna climb that mountain Gonna do everything";"3ade68b8ga2d97fa3";"taylor-swift";1;"[Bilhete só de ida (Porque eu posso) ] Parada aqui Olhando para o desconhecido Eu sinto meu coração bater mais rápido Quando eu começo a andar por minha conta Tem um novo horizonte E a promessa de ventos a meu favor Estou indo hoje à noite Viajando levemente Eu vou começar tudo de novo  E comprar um bilhete só de ida Para um trem para o Oeste Ver até onde posso chegar Porque eu vou sair dançando na chuva E falar com alguém que eu não conheço Eu vou encarar o mundo ao meu redor Sabendo que eu sou forte o suficiente para te deixar ir E eu vou me apaixonar de novo Porque eu posso  Eu vou escalar a montanha E olhar nos ollhos da águia Não vou deixar o medo paralizar minhas asas E dizer o quão alto eu posso voar Como um dia eu pude acreditar Que o amor tinha que ser tão cego Enquanto a liberdade estava esperando na estação Tudo o que eu tenho que fazer é acordar minha mente  E comprar um bilhete só de ida Para um trem para o Oeste Ver até onde posso chegar Porque eu vou sair dançando na chuva E falar com alguém que eu não conheço Eu vou encarar o mundo ao meu redor Sabendo que eu sou forte o suficiente para te deixar ir E eu vou me apaixonar de novo Porque eu posso  Bom, eu andei pelo fogo E rastejei em meus joelhos Pelo vale da sombra da dúvida Então a verdade veio, brilhando Como uma luz em mim E agora eu posso ver a minha saída  E comprar um bilhete só de ida Para um trem para o Oeste Ver até onde posso chegar Porque eu vou sair dançando na chuva E falar com alguém que eu não conheço  Comprar um bilhete só de ida Para um trem para o Oeste Eu vou tomar café da manhã Com um pouco de champagne Vou navegar pelo oceano Vou abrir minhas asas Vou escalar aquela montanha Vou fazer tudo"
"3ade68b8g4095e0b3";"taylor-swift";2;"It keeps me awake The look on your face The moment you heard the news You're screaming inside And frozen in time You did all that you could do The game was rigged, the ref got tricked The wrong ones think they're right You were outnumbered — this time  But only the young Only the young Only the young Only the young can run Can run, so run And run, and run  So every day now You brace for the sound You've only heard on TV You go to class, scared Wondering where the best hiding spot would be And the big bad man and his big bad clan Their hands are stained with red Oh, how quickly, they forget  They aren't gonna help us Too busy helping themselves They aren't gonna change this We gotta do it ourselves They think that it's over But it's just begun  Only one thing can save us Only the young (Only the young) Only the young (Only the young) Only the young (Only the young) Only the young  Only the young (Only the young) Only the young (Only the young) Only the young (Only the young) Only the young Only the young (Only the young) (Don't say you're too tired to fight It's just a matter of time Up there's the finish line) Only the young (Only the young) Only the young (Only the young) Only the young Can run  Don't say you're too tired to fight It's just a matter of time (Can run) Up there's the finish line So run, and run, and run Don't say you're too tired to fight It's just a matter of time (So run) Up there's the finish line And run, and run, and run  Only the young Only the young Only the young";"3ade68b8g4095e0b3";"taylor-swift";1;"[Apenas Os Jovens]  Me mantém acordada O olhar em seu rosto O momento em que ouviu a notícia Você está gritando por dentro E congelado no tempo Você fez tudo que podia O jogo foi manipulado, o juiz foi enganado Os errados acham que estão certos Você estava em desvantagem, desta vez  Mas apenas os jovens Apenas os jovens Apenas os jovens Apenas os jovens podem correr Podem correr, então corra E corra, e corra  Então todos os dias agora Você se prepara para o som Que só escutou na TV Você vai para a aula, assustada Pensando onde seria o melhor esconderijo E o grande homem malvado e seu grande clã do mal Estão com as mãos manchadas de vermelho Oh, com que rapidez, eles se esquecem  Eles não irão nos ajudar Estão muito ocupados ajudando a si mesmos Elas não irão mudar isso Precisamos fazer isso nós mesmos Eles acham que acabou Mas só começou  Só uma coisa pode nos salvar Apenas os jovens (Apenas os jovens) Apenas os jovens (Apenas os jovens) Apenas os jovens (Apenas os jovens) Apenas os jovens  Apenas os jovens (Apenas os jovens) Apenas os jovens (Apenas os jovens) Apenas os jovens (Apenas os jovens) Apenas os jovens Apenas os jovens (Apenas os jovens) (Não diga que está muito cansado para lutar É só uma questão de tempo À frente, está a linha de chegada) Apenas os jovens (Apenas os jovens) Apenas os jovens (Apenas os jovens) Apenas os jovens Podem correr  Não diga que está muito cansado para lutar É só uma questão de tempo (Podem correr) À frente, está a linha de chegada Então corra, e corra, e corra Não diga que está muito cansado para lutar É só uma questão de tempo (Então corra) À frente, está a linha de chegada Então corra, e corra, e corra  Apenas os jovens Apenas os jovens Apenas os jovens"
