"album_release_year";"danceability";"energy";"loudness";"mode";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration_ms";"explicit";"track_name";"track_number";"album_name";"key_name";"mode_name";"key_mode";"text"
2019;0,756;0,449;-8,746;1;0,0344;0,13;0;0,114;0,399;111,011;223293;FALSE;"afterglow";15;"Lover";"A";"major";"A major";"I blew things out of proportion Now you're blue Put you in jail for something you didn't do I pinned your hands behind your back, oh Thought I had reason to attack, but no  Fighting with a true love is boxing with no gloves Chemistry 'til it blows up, 'til there's no us Why'd I have to break what I love so much? It's on your face, and I'm to blame, I need to say  Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant Sorry that I hurt you I don't wanna do, I don't wanna do this to you (Ooh) I don't wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it's all me, just don't go Meet me in the afterglow  It's so excruciating to see you low Just wanna lift you up and not let you go This ultraviolet morning light below Tells me this love is worth the fight, oh  I lived like an island, punished you in silence Went off like sirens, just crying Why'd I have to break what I love so much? It's on your face, don't walk away, I need to say  Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant Sorry that I hurt you I don't wanna do, I don't wanna do this to you (Ooh) I don't wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it's all me, just don't go Meet me in the afterglow  Tell me that you're still mine Tell me that we'll be just fine Even when I lose my mind I need to say Tell me that it's not my fault Tell me that I'm all you want Even when I break your heart I need to say  Hey, it's all me, in my head I'm the one who burned us down But it's not what I meant Sorry that I hurt you I don't wanna do, I don't wanna do this to you (Ooh) I don't wanna lose, I don't wanna lose this with you (Ooh) I need to say, hey, it's all me, just don't go Meet me in the afterglow"
2019;0,61;0,83;-4,105;1;0,0571;0,033;0;0,118;0,728;182,162;193000;FALSE;"me! (feat. brendon urie of panic! at the disco)";16;"Lover";"C";"major";"C major";"I promise that you'll never find another like me  I know that I'm a handful, baby, uh I know I never think before I jump And you're the kind of guy the ladies want (And there's a lot of cool chicks out there) I know that I went psycho on the phone I never leave well enough alone And trouble's gonna follow where I go (And there's a lot of cool chicks out there)  But one of these things is not like the others Like a rainbow with all of the colors Baby doll, when it comes to a lover I promise that you'll never find another like  Me-e-e, ooh-ooh-ooh-ooh I'm the only one of me Baby, that's the fun of me Eeh-eeh-eeh, ooh-ooh-ooh-ooh You're the only one of you Baby, that's the fun of you And I promise that nobody's gonna love you like me  I know I tend to make it about me I know you never get just what you see But I will never bore you, baby (And there's a lot of lame guys out there) And when we had that fight out in the rain You went after me and called my name I never wanna see you walk away (And there's a lot of lame guys out there)  'Cause one of these things is not like the others Livin' in winter, I am your summer Baby doll, when it comes to a lover I promise that you'll never find another like  Me-e-e, ooh-ooh-ooh-ooh I'm the only one of me Let me keep you company Eeh-eeh-eeh, ooh-ooh-ooh-ooh You're the only one of you Baby, that's the fun of you And I promise that nobody's gonna love you like me  Hey, kids! Spelling is fun! Girl, there ain't no I in ""team"" But you know there is a ""me"" Strike the band up, 1, 2, 3 I promise that you'll never find another like me Girl, there ain't no I in ""team"" But you know there is a ""me"" And you can't spell ""awesome"" without ""me"" I promise that you'll never find another like  Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby) I'm the only one of me (I'm the only one of me) Baby, that's the fun of me (Baby, that's the fun of me) Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh) You're the only one of you (Oh) Baby, that's the fun of you And I promise that nobody's gonna love you like me  Girl, there ain't no I in ""team"" But you know there is a ""me"" I'm the only one of me (Oh-oh) Baby, that's the fun of me Strike the band up, 1, 2, 3 You can't spell ""awesome"" without ""me"" You're the only one of you Baby, that's the fun of you And I promise that nobody's gonna love you like me"
2019;0,557;0,496;-9,602;1;0,0563;0,808;0,000173;0,0772;0,265;149,983;293453;FALSE;"daylight";18;"Lover";"C";"major";"C major";"My love was as cruel as the cities I lived in Everyone looked worse in the light There are so many lines that I've crossed unforgiven I'll tell you the truth, but never goodbye  I don't wanna look at anything else now that I saw you I don't wanna think of anything else Now that I thought of you I've been sleeping so long in a 20-year dark night And now I see daylight, I only see daylight  Luck of the draw only draws the unlucky And so I became the butt of the joke I wounded the good and I trusted the wicked Clearing the air, I breathed in the smoke Maybe you ran with the wolves And refused to settle down Maybe I've stormed out of every single room in this town Threw out our cloaks and our daggers Because it's morning now It's brighter now, now  I don't wanna look at anything else now that I saw you (I can never look away) I don't wanna think of anything else Now that I thought of you (Things will never be the same) I've been sleeping so long in a 20-year dark night (Now I'm wide awake) And now I see daylight (Daylight) I only see daylight (Daylight) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight  And I can still see it all (In my mind) All of you, all of me (Intertwined) I once believed love would be (Black and white) But it's golden (Golden) And I can still see it all (In my head) Back and forth from New York (Sneaking in your bed) I once believed love would be (Burning red) But it's golden Like daylight, like daylight Like daylight, daylight  I don't wanna look at anything else now that I saw you (I can never look away) And I don't wanna think of anything else Now that I thought of you (Things will never be the same) I've been sleeping so long in a 20-year dark night (Now I'm wide awake) And now I see daylight (I see daylight) I only see daylight (Ah) I only see daylight, daylight, daylight, daylight I only see daylight, daylight, daylight, daylight (Ah) (And I can still see it all) I only see daylight, daylight, daylight, daylight (And I can still see it all, back and forth from New York) I only see daylight, daylight, daylight, daylight (I once believed love would be burning red)  Like daylight It's golden like daylight You gotta step into the daylight and let it go Just let it go, let it go  I wanna be defined by the things that I love Not the things I hate Not the things I'm afraid of, I'm afraid of Or the things that haunt me in the middle of the night I, I just think that You are what you love"
2017;0,613;0,764;-6,509;1;0,136;0,0527;0;0,197;0,417;160,015;208186;FALSE;"...ready for it?";1;"reputation";"D";"major";"D major";"Knew he was a killer First time that I saw him Wonder how many girls he had loved And left haunted But if he's a ghost Then I can be a phantom Holdin' him for ransom Some, some boys are tryin' too hard He don't try at all though Younger than my exes But he act like such a man, so I see nothing better, I keep him forever Like a vendetta-ta  I-I-I see how this is gonna go Touch me, and you'll never be alone I-Island breeze and lights down low No one has to know  In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night, in my dreams I know I'm gonna be with you So I take my time (Are you ready for it?)  Me, I was a robber First time that he saw me Stealing hearts and running off And never saying sorry But if I'm a thief Then he can join the heist And we'll move to an island-and And he can be my jailer Burton to this Taylor Every lover known in comparison is a failure I forget their names now I'm so very tame now Never be the same now, now  I-I-I see how this is gonna go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know (No one has to know)  In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night in my dreams I know I'm gonna be with you So I take my time (Are you ready for it?) (Ooh, are you ready for it?)  Baby, let the games begin Let the games begin Let the games begin Baby, let the games begin Let the games begin Let the games begin  I-I-I see how this is gonna go Touch me and you'll never be alone I-Island breeze and lights down low No one has to know  In the middle of the night, in my dreams You should see the things we do, baby In the middle of the night, in my dreams I know I'm gonna be with you So I take my time In the middle of the night  Baby, let the games begin Let the games begin Let the games begin (Are you ready for it?) Baby, let the games begin Let the games begin Let the games begin (Are you ready for it?)"
2017;0,696;0,602;-6,156;0;0,159;0,0679;2,11e-05;0,0696;0,305;82,989;238253;FALSE;"i did something bad";3;"reputation";"C";"minor";"C minor";"I never trust a narcissist But they love me So I play 'em like a violin And I make it look oh so easy 'Cause for every lie I tell them They tell me three This is how the world works Now all he thinks about is me  I can feel the flames on my skin Crimson red paint on my lips If a man talks shit, then I owe him nothing I don't regret it one bit 'Cause he had it coming  They say I did something bad, ah Then why's it feel so good? They say I did something bad, ah But why's it feel so good? Most fun I ever had, ah And I'd do it over and over And over again if I could It just felt so good, good  I never trust a playboy But they love me So I fly 'em all around the world And I let them think they saved me They never see it comin' What I do next This is how the world works You gotta leave before you get left  I can feel the flames on my skin He says, ""Don't throw away a good thing"" But if he drops my name, then I owe him nothin' And if he spends my change Then he had it comin'  They say I did something bad, ah Then why's it feel so good? They say I did something bad, ah But why's it feel so good? Most fun I ever had, ah And I'd do it over and over And over again if I could It just felt so good, good It just felt so good  They're burning all the witches Even if you aren't one They got their pitchforks and proof Their receipts and reasons They're burning all the witches Even if you aren't one So light me up (light me up) Light me up (light me up) Light me up Go ahead and light me up (light me up) Light me up (light me up) Light me up (light me up) Light me up (light me up) Light me up  They say I did something bad, ah (Oh) Then why's it feel so good? (So good) They say I did something bad, ah But why's it feel so good? (Good) Most fun I ever had (Most fun I ever had) And I'd do it over and over And over again if I could It just felt so good, good  Oh, you say I did something bad (You say I did something bad) Then why's it feel so good, good? So bad, why's it feel so good? Why's it feel, why's it feel so good? (Bad) It just felt so good, good"
2017;0,75;0,404;-10,178;0;0,0682;0,216;0,000357;0,0911;0,0499;95,045;232253;FALSE;"delicate";5;"reputation";"A";"minor";"A minor";"This ain't for the best My reputation's never been worse, so You must like me for me We can't make Any promises now, can we, babe? But you can make me a drink  Dive bar on the east side Where you at? Phone lights up my nightstand In the black Come here, you can meet me In the back Dark jeans and your Nikes Look at you Oh damn, never seen that color blue Just think of the fun things we could do 'Cause I like you  This ain't for the best My reputation's never been worse, so You must like me for me Yeah, I want you We can't make Any promises now, can we, babe? But you can make me a drink  Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Delicate  Third floor on the west side, me and you Handsome, you're a mansion with a view Do the girls back home touch you like I do? Long night, with your hands up in my hair Echoes of your footsteps on the stairs Stay here, honey I don't wanna share 'Cause I like you  This ain't for the best My reputation's never been worse, so You must like me for me Yeah, I want you We can't make Any promises now, can we, babe? But you can make me a drink  Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Isn't it? Delicate  Sometimes I wonder when you sleep Are you ever dreaming of me? Sometimes when I look into your eyes I pretend you're mine, all the damn time 'Cause I like you  Is it cool that I said all that? Is it chill that you're in my head? 'Cause I know that it's delicate (delicate) Yeah, I want you Is it cool that I said all that? Is it too soon to do this yet? 'Cause I know that it's delicate (delicate) 'Cause I like you Is it cool that I said all that? Isn't it? Isn't it? Isn't it? Isn't it? Is it chill that you're in my head? Isn't it? Isn't it? Isn't it? Isn't it? 'Cause I know that it's delicate (delicate) Isn't it? Isn't it? Isn't it? Isn't it? Is it cool that I said all that? Isn't it? Isn't it? Isn't it? Isn't it? Is it too soon to do this yet? Isn't it? Isn't it? Isn't it? Isn't it? 'Cause I know that it's delicate Delicate"
2017;0,766;0,709;-6,471;0;0,123;0,204;1,41e-05;0,126;0,506;128,07;211853;FALSE;"look what you made me do";6;"reputation";"A";"minor";"A minor";"I don't like your little games Don't like your tilted stage The role you made me play Of the fool No, I don't like you  I don't like your perfect crime How you laugh when you lie You said the gun was mine Isn't cool No, I don't like you Ooh  But I got smarter I got harder In the nick of time Honey I rose up from the dead I do it all the time I got a list of names And yours is in red, underlined I check it once Then I check it twice Ooh  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't like your kingdom keys They once belonged to me You asked me for a place to sleep Locked me out And threw a feast (What?)  The world moves on Another day Another drama drama But not for me Not for me All I think about is karma And then the world moves on But one thing is for sure Maybe I got mine But you'll all get yours  But I got smarter I got harder In the nick of time Honey I rose up from the dead I do it all the time I got a list of names And yours is in red, underlined I check it once Then I check it twice Ooh  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  I don't trust nobody And nobody trusts me I'll be the actress Starring in your bad dreams  I don't trust nobody And nobody trusts me I'll be the actress Starring in your bad dreams  I don't trust nobody And nobody trusts me I'll be the actress Starring in your bad dreams  I don't trust nobody And nobody trusts me I'll be the actress Starring in your bad dreams  ""I'm sorry, the old Taylor can't come to the phone right now Why? Oh, 'cause she's dead. ""  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do  Ooh look what you made me do Look what you made me do Look what you just made me do Look what you just made me do"
2017;0,574;0,61;-7,283;1;0,0732;0,122;1,1e-06;0,13;0,374;74,957;227906;FALSE;"so it goes...";7;"reputation";"D";"major";"D major";"See you in the dark All eyes on you, my magician All eyes on us You make everyone disappear, and Cut me into pieces Gold cage, hostage to my feelings Back against the wall Trippin', trip-trippin' when you're gone  'Cause we break down a little And when you get me alone,  it's so simple 'Cause baby, I know what you know We can feel it  And our pieces fall Right into place Get caught up in the moments Lipstick on your face So it goes... I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I Do bad things with you So it goes...  Meet you in a bar All eyes on me, your illusion is All eyes on us I make all your grey days clear and Wear you like a necklace I'm so chill,  but you make me jealous But I got your heart Skippin', skip-skippin' when I'm gone  'Cause we break down a little And when you get me alone,  it's so simple 'Cause baby, I know what you know We can feel it  And our pieces fall Right into place Get caught up in the moments Lipstick on your face So it goes... I'm yours to keep And I'm yours to lose You know I'm not a bad girl,  but I Do bad things with you So it goes...  Come here, dressed in black now So, so, so it goes... Scratches down your back now So, so, so it goes...  You did a number on me But, honestly, baby,  who's counting? I did a number on you But, honestly, baby,  who's counting? You did a number on me But, honestly, baby,  who's counting? Who's counting? 1, 2, 3  And our pieces fall (pieces fall) Right into place Get caught up in the moments (caught up, caught up) Lipstick on your face So it goes... I'm yours to keep (oh) And I'm yours to lose (baby) You know I'm not a bad girl,  but I Do bad things with you So it goes...  Come here, dressed in black now So, so, so it goes... Scratches down your back now So, so, so it goes... Come here, dressed in black now So, so, so it goes... Scratches down your back now So, so, so it goes..."
2017;0,8;0,535;-6,684;1;0,135;0,0713;9,48e-06;0,213;0,451;92,027;209680;FALSE;"gorgeous";8;"reputation";"G";"major";"G major";"Gorgeous  You should take it as a compliment That I got drunk And made fun of the way you talk You should think about the consequence Of your magnetic field Being a little too strong  And I got a boyfriend, he's older than us He's in the club doing I don't know what You're so cool, it makes me hate you so much (I hate you so much)  Whiskey on ice, sunset and vine You've ruined my life by not being mine  You're so gorgeous I can't say anything to your face 'cause look at your face And I'm so furious At you for making me feel this way But what can I say? You're gorgeous  You should take it as a compliment That I'm talking to everyone here but you (but you, but you) And, you should think about the consequence Of you touching my hand in a darkened room (dark room, dark room)  If you got a girlfriend, I'm jealous of her But if you're single, it's honestly worse 'cause you're so gorgeous, it actually hurts (honey, it hurts)  Ocean blue eyes, looking in mine I feel like I might sink And drown and die  You're so gorgeous I can't say anything to your face (to your face) 'cause look at your face (look at your face) And I'm so furious At you for making me feel this way (feel this way) But what can I say? You're gorgeous  You make me so happy It turns back to sad (yeah) There's nothing I hate more Than what I can't have (and) You are so gorgeous It makes me so mad (mmh) You make me so happy It turns back to sad (yeah) There's nothing I hate more Than what I can't have (and) Guess I'll just stumble on home to my cats (ugh) Alone Unless you wanna come along  You're so gorgeous I can't say anything to your face (to your face) 'cause look at your face (look at your face) And I'm so furious At you for making me feel this way (feel this way) But what can I say? (I say) You're gorgeous  You make me so happy It turns back to sad (yeah) There's nothing I hate more Than what I can't have (and) You are so gorgeous It makes me so mad (mmh) You're gorgeous You make me so happy It turns back to sad (turns back to sad) There's nothing I hate more Than what I can't have (what I can't have) You are so gorgeous It makes me so mad (mmh) You're gorgeous"
2017;0,562;0,689;-6,745;1;0,127;0,00465;2,23e-06;0,0888;0,351;172,054;233626;FALSE;"getaway car";9;"reputation";"D";"major";"D major";"No, nothing good starts in a getaway car  It was the best of times, the worst of crimes I struck a match and blew your mind But I didn't mean it And you didn't see it The ties were black, the lies  were white In shades of grey in candlelight I wanted to leave him I needed a reason  X marks the spot where we fell apart He poisoned the well, I was  lyin' to myself I knew it from the first old fashioned We were cursed We never had a shotgun shot in the dark  You were drivin' the getaway car We were flyin', but we'd never get far Don't pretend it's such a mystery Think about the place Where you first met me Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave Think about the place Where you first met me In a getaway car, oh-oh No, they never get far, oh-ahh No, nothing good starts in a getaway car  It was the great escape, the prison break The light of freedom on my face But you weren't thinkin' And I was just drinkin' Well, he was runnin' after us I was screamin', ""go, go, go! "" But with three of us, honey, it's a sideshow And a circus ain't a love story And now we're both sorry (we're both sorry)  X marks the spot where we fell apart He poisoned the well, every man for himself I knew it from the first old fashioned We were cursed It hit you like a shotgun Shot to the heart  You were drivin' the getaway car We were flyin', but we'd never get far Don't pretend it's such a mystery Think about the place Where you first met me Ridin' in a getaway car There were sirens in the beat of your heart I shoulda known I'd be the first to leave Think about the place Where you first met me In a getaway car, oh-oh No, they never get far, oh-ahh No, nothing good starts in a getaway car  We were jet-set, Bonnie and Clyde Until I switch to the other side To the other si-I-I-I-ide It's no surprise I turned you in 'Cause us traitors never win I'm in a getaway car I left you in a motel bar Put the money in a bag  and I stole the keys That was the last time you ever saw me  Drivin' the getaway car We were flyin', but we never get far  (don't pretend) Don't pretend it's such a mystery Think about the place where  you first met me Ridin' in a getaway car There were sirens in the beat  of your heart (should've known) Should've known I'd be  the first to leave Think about the place  where you first met me In a getaway car, oh-oh No, we never get far, oh-ahh No, nothing good starts in a getaway car  Ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car Ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car Said goodbye in a getaway car"
2017;0,675;0,703;-7,902;1;0,0382;0,00882;2,21e-06;0,0391;0,314;110,01;214320;FALSE;"king of my heart";10;"reputation";"C";"major";"C major";"I'm perfectly fine I live on my own I made up my mind, I'm better off bein' alone We met a few weeks ago Now you try on callin' me baby Like tryin' on clothes  Salute to me I'm your american queen And you move to me Like I'm a motown beat And we rule the kingdom inside my room 'cause all the boys and their expensive cars With their range rovers and their jaguars Never took me quite where you do  And all at once You are the one I have been waiting for King of my heart, body and soul, ooh whoa And all at once You're all I want I'll never let you go King of my heart, body and soul, ooh whoa  And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once, you are the one I have been waiting, waiting Body and soul, ooh whoa And all at once  Late in the night, the city's asleep Your love is a secret I'm hoping Dreaming, dying to keep Change my priorities The taste of your lips is my idea of luxury  Salute to me I'm your american queen And you move to me Like I'm a motown beat And we rule the kingdom inside my room (inside my room, oh) 'cause all the boys and their expensive cars With their range rovers and their jaguars Never took me quite where you do (where you do)  And all at once You are the one I have been waiting for King of my heart, body and soul, ooh whoa And all at once You're all I want I'll never let you go King of my heart, body and soul, ooh whoa  And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once, you are the one I have been waiting, waiting Body and soul, ooh whoa And all at once  Is the end of all the endings? My broken bones are mending With all these nights we're spending Up on the roof with a school girl crush Drinking beer out of plastic cups Say you fancy me Not fancy stuff Baby, all at once, this is enough  And all at once You are the one I have been waiting for King of my heart, body and soul, ooh whoa And all at once You are the one I have been waiting for King of my heart Body and soul, ooh whoa And all at once You're all I want I'll never let you go King of my heart, body and soul, ooh whoa  And all at once, I've been waiting, waiting Ooh whoa, ooh whoa And all at once 'cause you're the one I have been waiting Waiting Body and soul, ooh whoa And all at once"
2017;0,624;0,691;-6,686;0;0,196;0,0604;1,1e-05;0,138;0,284;160,024;211506;FALSE;"dancing with our hands tied";11;"reputation";"C";"minor";"C minor";"I, I loved you in secret First sight, yeah We love without reason Oh, twenty-five years old Oh, how were you to know? And my, my love had been frozen Deep blue, but you painted me golden Oh, and you held me close Oh, oshow was I to know? I  I could've spent forever With your hands in my pockets Picture of your face in an invisible locket You said there was nothing In the world that could stop it I had a bad feeling And darling You had turned my bed into a sacred oasis People started talking Putting us through our paces I knew there was no one in the world Who could take it I had a bad feeling  But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing And I had a bad feeling But we were dancing  I, I loved you in spite of Deep fears that the world would divide us So, baby, can we dance Oh, through an avalanche? And say, say that we got it I'm a mess But I'm the mess that you wanted Oh, 'cause it's gravity Oh, keeping you with me  I could've spent forever With your hands in my pockets Picture of your face in an invisible locket You said there was nothing In the world that could stop it I had a bad feeling  But we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing (Knew we had our hands tied) And I had a bad feeling But we were dancing  I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in If I could dance with you again  Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing (Ooh, dancing with our hands tied) And I had a bad feeling But we were dancing  But we were dancing Hands tied, hands tied"
2017;0,719;0,469;-8,792;1;0,0533;0,0329;0;0,169;0,0851;120,085;230373;FALSE;"dress";12;"reputation";"C";"major";"C major";"Our secret moments  in a crowded room They got no idea about me and you There is an indentation in the shape of you Made your mark on me  a golden tattoo  All of this silence and patience  pining and anticipation My hands are shaking  from holding back from you All of this silence and patience  pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah  Say my name and everything just stops I don't want you like a best friend Only bought this dress so  you could take it off Take it oh, ha, ha, ha-ah Carve your name into my bedpost 'Cause I don't want you like a best friend Only bought this dress so  you could take it off Take it oh, ha, ha, ha-ah  Inescapable, I'm not even gonna try And if I get burned  at least we were electrified I'm spilling wine in the bathtub You kiss my face and we're both drunk Everyone thinks that they know us But they know nothing about-  All of this silence and patience  pining and anticipation My hands are shaking  from holding back from you Ha, ah, ah All of this silence and patience  pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah  Say my name and everything just stops I don't want you like a best friend Only bought this dress so  you could take it off Take it oh, ha, ha, ha-ah Carve your name into my bedpost 'Cause I don't want you like a best friend Only bought this dress so  you could take it off Take it oh, ha, ha...  Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress  so you could take it off Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress  so you could take it off  Flashback when you met me Your buzzcut and my hair bleached Even in my worst times  you could see the best in me Flashback to my mistakes My rebounds, my earthquakes Even in my worst lies  you saw the truth in me And I woke up just in time Now I wake up by your side My one and only, my lifeline I woke up just in time Now I wake up by your side My hands shake  I can't explain this Ah, ha, ha, ha-ah  Say my name and everything just stops... I don't want you like a best friend Only bought this dress so  you could take it off Take it oh, ha, ha, ha-ah Carve your name into my bedpost 'Cause I don't want you like a best friend Only bought this dress so  you could take it off Take it oh, ha, ha, ha-ah  There is an indentation in the shape of you Only bought this dress so  you could take it off You made your mark on me, golden tattoo Only bought this dress so  you could take it off"
2017;0,567;0,789;-5,986;1;0,115;0,0156;0;0,382;0,438;163,96;207133;FALSE;"this is why we can't have nice things";13;"reputation";"F";"major";"F major";"It was so nice throwing big parties Jumping in the pool from the balcony Everyone swimming in a champagne sea And there are no rules when you show up here Bass beat rattling the chandelier Feeling so Gatsby for that whole year  So why'd you have to rain on my parade? I'm shaking my head I'm locking the gates  This is why we can't  have nice things, darling Because you break them I had to take them away This is why we can't have  nice things, honey Did you think I wouldn't hear All the things you said about me? This is why we can't  have nice things  It was so nice being friends again There I was giving you a second chance But then you stabbed my back While shaking my hand And therein lies the issue Friends don't try to trick you Get you on the phone and mind-twist you And so I took an ax to a mended fence  But I'm not the only friend  you've lost lately If only you weren't So shady  This is why we can't have  nice things, darling Because you break them I had to take them away This is why we can't have  nice things, honey Did you think I wouldn't hear All the things you said about me? This is why we can't have  Here's a toast to my real friends They don't care about that he said, she said And here's to my baby He ain't reading what  they call me lately And here's to my momma Had to listen to all this drama And here's to you 'Cause forgiveness is a nice thing to do Haha, I can't even say it with a straight face  This is why we can't have  nice things, darling Because you break them I had to take them away This is why we can't have  nice things, honey Did you think I wouldn't hear All the things you said about me? This is why we can't have  nice things, darling (And here's to my real friends) Because you break them I had to take them away (And here's to my baby) This is why we can't have  nice things, darling (He didn't care about that he said, she said) Did you think I wouldn't hear All the things you said about me? This is why we can't have  nice things"
2017;0,598;0,504;-9,874;1;0,0731;0,186;0,000221;0,34;0,252;163,954;203506;FALSE;"call it what you want";14;"reputation";"A";"major";"A major";"My castle crumbled overnight I brought a knife to a gunfight They took the crown but it's alright All the liars are calling me one Nobody's heard from me for months I'm doing better than I ever was  Cause My baby's fit like a daydream Walking with his head down I'm the one he's walking to So call it what you want, yeah Call it what you want to My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new So call it what you want, yeah Call it what you want to  All my flowers  grew back as thorns Windows boarded up after the storm He built a fire just to keep me warm All the drama queens taking swings All the jokers dressing up as kings They fade to nothing when I look at him  And I know I make the  same mistakes every time Bridges burn, I never learn At least I did one thing right I did one thing right I'm laughing with my lover Making forts under covers Trust him like a brother Yeah, you know I did one thing right Starry eyes sparking up my darkest night  My baby's fit like a daydream Walking with his head down I'm the one he's walking to So call it what you want, yeah Call it what you want to My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new (Call it what you want,  call it what you want, call it) So call it what you want, yeah Call it what you want to  I want to wear his initial On a chain round my neck Chain round my neck Not because he owns me But 'cause he really knows me Wich is more than I can say, I I recall late November,  holding my breath Slowly I said,  ""You don't need to save me But would you run away with me? "" Yes (would you run away?)  My baby's fit like a daydream Walking with his head down I'm the one he's walking to (Call it what you want,  call it what you want, call it) So call it what you want, yeah Call it what you want to My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new (Call it what you want,  call it what you want, call it) So call it what you want, yeah Call it what you want to  (Call it what you want,  call it what you want, call it) (Call it what you want,  call it what you want, call it) (Call it what you want,  call it what you want, call it) (Call it what you want,  call it what you want, call it) (Call it what you want,  call it what you want, call it) (Call it what you want,  call it what you want, call it) Call it what you want, yeah Call it what you want"
2014;0,793;0,634;-4,807;1;0,0324;0,038;1,76e-06;0,304;0,615;117,023;212600;FALSE;"welcome to new york";1;"1989";"G";"major";"G major";"Walking through a crowd The village is aglow Kaleidoscope of loud heartbeats under coats Everybody here wanted something more Searching for a sound we hadn't heard before And it said  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  It's a new soundtrack I could dance to this beat, beat Forevermore The lights are so bright But they never blind me, me  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  When we first dropped our bags On apartment floors Took our broken hearts Put them in a drawer Everybody here was someone else before And you can want who you want Boys and boys and girls and girls  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  It's a new soundtrack I could dance to this beat, beat Forevermore The lights are so bright But they never blind me, me  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  Like any great love, it keeps you guessing Like any real love, it's ever changing Like any true love, it drives you crazy But you know you wouldn't change anything Anything, anything  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  Welcome to New York It's been waiting for you Welcome to New York Welcome to New York  It's a new soundtrack I could dance to this beat The lights are so bright But they never blind me  Welcome to New York New soundtrack It's been waiting for you Welcome to New York The lights are so bright But they never blind me  Welcome to New York Welcome to New York"
